,Age,Gender,Race,Offenses Severity,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
164,40.0,F,W,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"Coral ST & S Pacific AV Pittsburgh, PA 15224",40.46393543,-79.94012612,Bloomfield,5
165,27.0,F,B,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"Hamilton AV & Zenith WY Pittsburgh, PA 15208",40.45452207,-79.89706097,Homewood South,5
166,49.0,M,B,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"4900 Block Morewood AV Pittsburgh, PA 15224",40.444709499999995,-79.94304421,Bloomfield,5
167,35.0,F,W,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"300 Block S Fairmount ST Pittsburgh, PA 15232",40.46125837,-79.93446027,Friendship,5
168,34.0,F,B,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"100 Block Rhine PL Pittsburgh, PA 15212",40.4667862,-79.99409859,Spring Hill-City View,1
169,50.0,M,B,M,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"1600 Block Sandusky CT Pittsburgh, PA 15212",40.45893258,-80.00544754,Fineview,1
170,18.0,M,B,F,Thursday,11,August,2016,86.65,Humid and Mostly Cloudy,"Flowers AV & 2nd AV Pittsburgh, PA 15207",40.40998909,-79.9440772,Hazelwood,4
171,22.0,M,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"3200 Block Faronia ST Pittsburgh, PA 15204",40.45160189,-80.06635734,Sheraden,6
172,44.0,M,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"4700 Block Baum BL Pittsburgh, PA 15213",40.45399637,-79.95016379,Bloomfield,5
173,24.0,M,W,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
174,54.0,F,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"5th AV & Graeme ST Pittsburgh, PA 15222",40.44152984,-80.00249374,Golden Triangle/Civic Arena,2
175,20.0,M,W,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
176,25.0,M,B,F,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"200 Block Hammond ST Pittsburgh, PA 15204",40.45677171,-80.04851498,Sheraden,6
177,37.0,F,W,F,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"4000 Block Butler ST Pittsburgh, PA 15201",40.46869308,-79.96167739,Central Lawrenceville,2
178,33.0,F,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"1100 Block Mellon ST Pittsburgh, PA 15206",40.47481474,-79.92259729,Highland Park,5
179,18.0,M,B,F,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"Lakewood ST & Navajo WY MONROEVILLE, PA ",0.0,0.0,Outside City,OSC
180,38.0,M,W,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"90 Block Wyoming ST Pittsburgh, PA 15211",40.42773291,-80.00659199,Mount Washington,3
181,39.0,F,W,F,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"200 Block Bascom ST Pittsburgh, PA 15214",40.4947339,-80.02585605,Perry North,1
182,53.0,M,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"Brushton AV & Hamilton AV Pittsburgh, PA 15221",40.45272535,-79.88919046,Homewood South,5
183,30.0,M,W,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"700 Block Lorenz AV Pittsburgh, PA 15220",40.44511005,-80.03924654,Elliott,6
184,57.0,M,B,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"900 Block James ST Pittsburgh, PA 15212",40.45510904,-80.00105909999999,East Allegheny,1
185,39.0,M,W,M,Friday,12,August,2016,85.38,Humid and Mostly Cloudy,"2200 Block Lutz AV Pittsburgh, PA 15210",40.3913222,-79.98542216,Carrick,3
186,27.0,M,W,F,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"1000 Block Lessing ST Pittsburgh, PA 15205",40.44391784,-80.04968579,Crafton Heights,6
187,32.0,M,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"Bedford AV & Herron AV Pittsburgh, PA 15219",40.45288317,-79.96492490000001,Middle Hill,2
188,36.0,M,B,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"Smithfield ST & Blvd Of The Allies Pittsburgh, PA 15222",40.43777805,-80.0001799,Golden Triangle/Civic Arena,2
189,56.0,F,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"2400 Block N Meadowcroft AV Pittsburgh, PA 15216",40.40274515,-80.04769267,Banksville,6
190,58.0,M,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"300 Block Forbes AV Pittsburgh, PA 15222",40.440020200000006,-80.00080542,Golden Triangle/Civic Arena,2
191,27.0,M,W,F,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"1300 Block E Carson ST Pittsburgh, PA 15203",40.42860697,-79.98517511,South Side Flats,3
192,23.0,M,B,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"2200 Block Park Hill DR Pittsburgh, PA 15221",40.45365574,-79.8739828,East Hills,5
193,28.0,M,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"1200 Block E Carson ST Pittsburgh, PA 15203",40.42869554,-79.98638716,South Side Flats,3
194,21.0,F,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"200 Block Robinson ST Pittsburgh, PA 15213",40.44047972,-79.96533382,West Oakland,4
195,58.0,M,B,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"Bedford AV & Herron AV Pittsburgh, PA 15219",40.45288317,-79.96492490000001,Middle Hill,2
196,20.0,M,B,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"Penn AV & Stanwix ST Pittsburgh, PA 15222",40.44221287,-80.00411405,Golden Triangle/Civic Arena,2
197,21.0,M,W,M,Saturday,13,August,2016,86.77,Humid and Mostly Cloudy,"900 Block Liberty AV Pittsburgh, PA 15222",40.44288811,-79.99793652,Golden Triangle/Civic Arena,2
198,45.0,M,W,F,Sunday,14,August,2016,82.09,Humid and Overcast,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
199,19.0,M,B,M,Sunday,14,August,2016,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
200,46.0,M,W,M,Sunday,14,August,2016,82.09,Humid and Overcast,"45th ST & Davison ST Pittsburgh, PA 15201",40.47060476,-79.95714317,Central Lawrenceville,2
201,24.0,M,B,F,Sunday,14,August,2016,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
202,51.0,F,B,F,Sunday,14,August,2016,82.09,Humid and Overcast,"1700 Block Penn  (Robert Wholey) AV Pittsburgh, PA 15222",40.44965679,-79.98568935,Golden Triangle/Civic Arena,2
203,25.0,M,B,M,Sunday,14,August,2016,82.09,Humid and Overcast,"5300 Block Kincaid ST Pittsburgh, PA 15224",40.46654046,-79.93801052,Garfield,5
204,30.0,F,B,F,Sunday,14,August,2016,82.09,Humid and Overcast,"7000 Block Kelly ST Pittsburgh, PA 15208",40.45654981,-79.90178472,Homewood South,5
205,39.0,M,W,F,Sunday,14,August,2016,82.09,Humid and Overcast,"1900 Block Gebhart ST Pittsburgh, PA 15212",40.46876597,-79.98603744,Spring Garden,1
206,43.0,M,B,M,Sunday,14,August,2016,82.09,Humid and Overcast,"200 Block Stewart AV Pittsburgh, PA 15227",40.38244964,-79.98268451,Carrick,3
207,48.0,F,W,F,Sunday,14,August,2016,82.09,Humid and Overcast,"300 Block N Shore DR Pittsburgh, PA 15233",40.44576994,-80.01179547,Chateau,1
208,46.0,M,W,M,Sunday,14,August,2016,82.09,Humid and Overcast,"Baum BL & Cypress ST Pittsburgh, PA 15224",40.45593867,-79.94198457,Shadyside,4
209,24.0,F,B,M,Sunday,14,August,2016,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
210,39.0,M,W,M,Sunday,14,August,2016,82.09,Humid and Overcast,"1900 Block Gebhart ST Pittsburgh, PA 15212",40.46876597,-79.98603744,Spring Garden,1
211,0.0,M,W,M,Sunday,14,August,2016,82.09,Humid and Overcast,"1100 Block E Carson ST Pittsburgh, PA 15203",40.42856797,-79.98731788,South Side Flats,3
212,45.0,M,W,F,Monday,15,August,2016,77.94,Drizzle,"800 Block Hazelwood AV Pittsburgh, PA 15217",40.41969887,-79.92923755,Greenfield,4
213,33.0,F,B,M,Monday,15,August,2016,77.94,Drizzle,"16th ST & Liberty AV Pittsburgh, PA 15222",40.44822122,-79.98688987,Strip District,2
214,24.0,F,W,M,Monday,15,August,2016,77.94,Drizzle,"Liberty BRDG & Forbes AV Pittsburgh, PA 15219",0.0,0.0,Golden Triangle/Civic Arena,2
215,22.0,F,B,M,Monday,15,August,2016,77.94,Drizzle,"2400 Block Charcot ST Pittsburgh, PA 15210",40.41686896,-79.97291755,Arlington,3
216,29.0,M,W,M,Monday,15,August,2016,77.94,Drizzle,"900 Block Mina ST Pittsburgh, PA 15212",40.46894945,-79.99918422,Spring Hill-City View,1
217,35.0,M,B,F,Monday,15,August,2016,77.94,Drizzle,"100 Block Knox AV Pittsburgh, PA 15210",40.41555294,-79.99064494,Knoxville,3
218,22.0,M,B,M,Monday,15,August,2016,77.94,Drizzle,"2400 Block Charcot ST Pittsburgh, PA 15210",40.41686896,-79.97291755,Arlington,3
219,21.0,M,B,M,Monday,15,August,2016,77.94,Drizzle,"1600 Block Fallowfield AV Pittsburgh, PA 15216",40.41047934,-80.02396567,Beechview,6
220,40.0,F,W,M,Monday,15,August,2016,77.94,Drizzle,"20 Block Simms ST Pittsburgh, PA 15211",40.42257352,-80.01332143,Mount Washington,3
221,24.0,M,W,F,Monday,15,August,2016,77.94,Drizzle,"300 Block Meyran AV Pittsburgh, PA 15213",40.43894379,-79.95670299,Central Oakland,4
222,24.0,F,B,M,Monday,15,August,2016,77.94,Drizzle,"100 Block Tecumseh ST Pittsburgh, PA 15207",40.40861174,-79.94313508,Hazelwood,4
223,48.0,M,B,M,Monday,15,August,2016,77.94,Drizzle,N Charles ST,0.0,0.0,Perry South,1
224,29.0,M,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"2300 Block Pioneer AV Pittsburgh, PA 15226",40.40003652,-80.02035721,Brookline,6
225,21.0,F,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"700 Block S Braddock AV Pittsburgh, PA 15221",40.39895684,-79.83446229,Regent Square,4
226,54.0,M,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"East ST & East Ohio ST Pittsburgh, PA 15212",40.45392477,-79.99783935,East Allegheny,1
227,41.0,M,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"50 Block S 25th ST Pittsburgh, PA 15203",40.42865113,-79.96969527,South Side Flats,3
228,36.0,F,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"65 RT & McKees Rocks BRDG Pittsburgh, PA 15212",40.47892402,-80.04303594,Marshall-Shadeland,1
229,25.0,M,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
230,44.0,F,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"700 Block Sherwood AV Pittsburgh, PA 15204",40.45504481,-80.05607748,Sheraden,6
231,29.0,M,B,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",40.42665563,-80.02301213,Bon Air,3
232,35.0,M,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood North,5
233,29.0,M,B,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47599179,-79.99823793,Northview Heights,1
234,43.0,F,W,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"800 Block Freeport RD Pittsburgh, PA 15215",40.48782354,-79.89761421,Lincoln-Lemington-Belmar,5
235,37.0,F,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
236,40.0,F,W,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"800 Block Freeport RD Pittsburgh, PA 15215",40.48782354,-79.89761421,Lincoln-Lemington-Belmar,5
237,23.0,F,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"200 Block Steuben ST Pittsburgh, PA 15220",40.44150025,-80.03615436,Elliott,6
238,30.0,M,W,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"400 Block North Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
239,25.0,M,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"2900 Block Brighton RD Pittsburgh, PA 15212",40.47184609,-80.02702529,Marshall-Shadeland,1
240,37.0,M,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
241,28.0,M,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"200 Block Steuben ST Pittsburgh, PA 15220",40.44150025,-80.03615436,Elliott,6
242,21.0,F,W,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"1400 Block Boyle ST Pittsburgh, PA 15212",40.45758247,-80.00621065,Central Northside,1
243,52.0,M,B,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"Webster AV & Mc Neil PL Pittsburgh, PA 15219",40.45405593,-79.96319041,Upper Hill,2
244,23.0,F,W,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"400 Block S 27th ST Pittsburgh, PA 15203",40.42859109,-79.96544643,South Side Flats,3
245,35.0,M,B,M,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"400 Block Brownsville RD Pittsburgh, PA 15210",40.41324466,-79.98912555,Knoxville,3
246,36.0,M,B,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
247,28.0,M,O,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"2600 Block Winchester DR Pittsburgh, PA 15220",40.41196498,-80.04413795,Banksville,6
248,53.0,M,W,F,Tuesday,16,August,2016,84.5,Humid and Partly Cloudy,"400 Block North Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
249,27.0,M,W,M,Wednesday,17,August,2016,77.0,Overcast,"900 Block Mina ST Pittsburgh, PA 15212",40.46894945,-79.99918422,Spring Hill-City View,1
250,30.0,F,W,M,Wednesday,17,August,2016,77.0,Overcast,"Armstrong TUN & Forbes AV Pittsburgh, PA 15219",0.0,0.0,Bluff,2
251,19.0,F,B,M,Wednesday,17,August,2016,77.0,Overcast,"50 Block S 16th ST Pittsburgh, PA 15203",40.44901784,-79.98782799,South Side Flats,3
252,50.0,F,B,M,Wednesday,17,August,2016,77.0,Overcast,"Middle ST & Knoll ST Pittsburgh, PA 15212",40.45764086,-80.00040315,East Allegheny,1
253,39.0,M,B,M,Wednesday,17,August,2016,77.0,Overcast,"400 Block Avery ST Pittsburgh, PA 15212",40.45280701,-80.00131232,East Allegheny,1
254,26.0,M,B,F,Wednesday,17,August,2016,77.0,Overcast,"500 Block Market ST Pittsburgh, PA 15222",40.44137448,-80.00203404,Golden Triangle/Civic Arena,2
255,30.0,F,B,F,Wednesday,17,August,2016,77.0,Overcast,"5200 Block Centre  (UPMC Shadyside Hospital) AV Pittsburgh, PA 15224",40.45501486,-79.94138011,Shadyside,4
256,25.0,F,B,F,Wednesday,17,August,2016,77.0,Overcast,"3500 Block California AV Pittsburgh, PA 15212",40.47825349,-80.04027014,Brighton Heights,1
257,31.0,M,W,M,Wednesday,17,August,2016,77.0,Overcast,"Marland ST & Grimes AV Pittsburgh, PA 15210",40.41192558,-79.99286701,Knoxville,3
258,57.0,M,B,M,Wednesday,17,August,2016,77.0,Overcast,"100 Block 5th AV Pittsburgh, PA 15222",40.44140616,-80.00287326,Golden Triangle/Civic Arena,2
259,31.0,M,B,M,Wednesday,17,August,2016,77.0,Overcast,"20 Block Kenwood AV Pittsburgh, PA 15214",40.46937838,-80.00943445,Perry South,1
260,22.0,M,B,M,Wednesday,17,August,2016,77.0,Overcast,"Nadir WY & Bennett ST Pittsburgh, PA 15208",40.45658456,-79.89718774,Homewood South,5
261,23.0,F,W,M,Wednesday,17,August,2016,77.0,Overcast,"Marland ST & Grimes AV Pittsburgh, PA 15210",40.41192558,-79.99286701,Knoxville,3
262,30.0,M,B,F,Wednesday,17,August,2016,77.0,Overcast,"700 Block Mellon ST Pittsburgh, PA 15206",40.46938698,-79.92589156,East Liberty,5
263,29.0,M,B,M,Wednesday,17,August,2016,77.0,Overcast,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",40.45331224,-80.00169385,Allegheny Center,1
264,44.0,F,B,M,Wednesday,17,August,2016,77.0,Overcast,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
265,35.0,M,B,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"700 Block Johnston AV Pittsburgh, PA 15207",40.40578844,-79.93341101,Glen Hazel,4
266,29.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"700 Block Johnston AV Pittsburgh, PA 15207",40.40578844,-79.93341101,Glen Hazel,4
267,26.0,F,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
268,34.0,M,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"lamar ST & Williams RD Pittsburgh, PA 15212",40.47459370000001,-79.99769601,Northview Heights,1
269,38.0,M,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"General Robinson ST & Art Rooney AV Pittsburgh, PA 15212",40.44659132,-80.01397546,North Shore,1
270,27.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"Market PL & Forbes AV Pittsburgh, PA 15222",40.44058363,-80.00218991,Golden Triangle/Civic Arena,2
271,34.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Smithfield ST Pittsburgh, PA 15219",40.44152525,-79.99740551,Golden Triangle/Civic Arena,2
272,24.0,M,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
273,48.0,F,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
274,26.0,F,B,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
275,62.0,F,B,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",40.45739668,-79.89629786,Homewood North,5
276,35.0,M,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"General Robinson ST & Art Rooney AV Pittsburgh, PA 15212",40.44659132,-80.01397546,North Shore,1
277,34.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"800 Block Middle ST Pittsburgh, PA 15212",40.45459396,-79.99932356,East Allegheny,1
278,58.0,M,W,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Suismon ST Pittsburgh, PA 15212",40.45542459,-79.99962559999999,East Allegheny,1
279,26.0,M,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
280,34.0,F,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"500 Block Ormsby ST Pittsburgh, PA 15210",40.41277351,-79.97919837,Mt. Oliver Neighborhood,3
281,52.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"4600 Block Centre AV Pittsburgh, PA 15213",40.45194542,-79.95200973,North Oakland,4
282,33.0,F,W,M,Thursday,18,August,2016,79.68,Mostly Cloudy,"lamar ST & Williams RD Pittsburgh, PA 15212",40.47459370000001,-79.99769601,Northview Heights,1
283,57.0,M,B,F,Thursday,18,August,2016,79.68,Mostly Cloudy,"5600 Block Ellsworth AV Pittsburgh, PA 15232",40.45417076,-79.93324366,Shadyside,4
284,22.0,M,W,M,Friday,19,August,2016,81.56,Mostly Cloudy,"2700 Block Penn AV Pittsburgh, PA 15222",40.45583223,-79.976686,Strip District,2
285,33.0,M,A,M,Friday,19,August,2016,81.56,Mostly Cloudy,"1100 Block Creedmoor AV Pittsburgh, PA 15226",40.39095407,-80.01518318,Brookline,6
286,31.0,F,W,M,Friday,19,August,2016,81.56,Mostly Cloudy,"East Ohio ST & Cedar AV Pittsburgh, PA 15212",40.45331224,-80.00169385,Allegheny Center,1
287,18.0,M,B,F,Friday,19,August,2016,81.56,Mostly Cloudy,"900 Block Freeport RD Pittsburgh, PA 15238",40.48808181,-79.89431722,Lincoln-Lemington-Belmar,5
288,22.0,M,B,F,Friday,19,August,2016,81.56,Mostly Cloudy,"Idlewild ST & Sterrett ST Pittsburgh, PA 15208",40.45768116,-79.89384098,Homewood North,5
289,30.0,M,B,F,Friday,19,August,2016,81.56,Mostly Cloudy,"1500 Block Alton ST Pittsburgh, PA 15216",40.41191313,-80.02123673,Beechview,6
290,34.0,M,B,M,Friday,19,August,2016,81.56,Mostly Cloudy,"Federal ST & Isabella ST Pittsburgh, PA 15212",40.44755047,-80.00402915,North Shore,1
291,25.0,M,B,M,Friday,19,August,2016,81.56,Mostly Cloudy,"2300 Block Arlington AV Pittsburgh, PA 15210",40.41708735,-79.97443901,Arlington,3
292,22.0,M,B,M,Friday,19,August,2016,81.56,Mostly Cloudy,"700 Block Excelsior ST Pittsburgh, PA 15210",40.422703999999996,-79.99577535,Allentown,3
293,29.0,M,B,M,Friday,19,August,2016,81.56,Mostly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
294,20.0,M,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"200 Block Renova ST Pittsburgh, PA 15207",40.40095544,-79.93822561,Hazelwood,4
295,33.0,F,W,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"Middle ST & Foreland ST Pittsburgh, PA 15212",40.45456873,-79.99938941,East Allegheny,1
296,32.0,F,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"900 Block Johnston AV Pittsburgh, PA 15207",40.40627758,-79.92863178,Glen Hazel,4
297,20.0,M,B,F,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"500 Block E Carson ST Pittsburgh, PA 15203",40.4287021,-79.99504074,South Side Flats,3
298,40.0,M,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"1600 Block Sandusky CT Pittsburgh, PA 15212",40.45893258,-80.00544754,Fineview,1
299,21.0,F,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"900 Block Johnston AV Pittsburgh, PA 15207",40.40627758,-79.92863178,Glen Hazel,4
300,37.0,F,W,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"Middle ST & Foreland ST Pittsburgh, PA 15212",40.45456873,-79.99938941,East Allegheny,1
301,33.0,M,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"200 Block Robinson ST Pittsburgh, PA 15213",40.44047972,-79.96533382,West Oakland,4
302,36.0,F,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"James ST & Foreland ST Pittsburgh, PA 15212",40.45428602,-80.00086455,East Allegheny,1
303,21.0,F,W,F,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"1500 Block Broadway AV Pittsburgh, PA 15216",40.41121624,-80.02380107,Beechview,6
304,25.0,M,B,F,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"200 Block Cedarhurst ST Pittsburgh, PA 15210",40.41825349,-80.00403372,Beltzhoover,3
305,26.0,F,W,F,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
306,29.0,M,B,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
307,24.0,M,W,M,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"Curtin AV & Cedarhurst ST Pittsburgh, PA 15210",40.41834425,-79.99882682,Beltzhoover,3
308,24.0,M,B,F,Saturday,20,August,2016,81.36,Humid and Mostly Cloudy,"Hazelwood AV & Sylvan AV Pittsburgh, PA 15207",40.41189833,-79.94178993,Hazelwood,4
